HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,HRV_Symbolic_EqualProb4_0V,HRV_Symbolic_EqualProb4_1V,HRV_Symbolic_EqualProb4_2LV,HRV_Symbolic_EqualProb4_2UV,record_id,window_end_sec,label
622.3093879668049,32.05742466063108,13.366468987452658,28.64512635537297,,,,,17.16518940358407,17.18278357668279,0.051513644628387124,0.027583047492929176,617.1875,23.165625,0.03753417721518987,39.0625,1.8675835090953048,601.5625,640.625,1.4522821576763485,20.539419087136928,531.25,796.875,8.607142857142858,148.4375,,0.00841359277114686,0.023256487750976156,0.004298029025381365,0.0005303011877503,0.03649841073525468,5.410965727229495,0.6371917922582904,0.11775934729206707,-5.4495987275548945,12.150062786733239,43.606995013805985,0.27862646309122024,1664.5028959376582,3.5890345407449953,3.9282546650499417,626.0280452905779,0.6804979253112033,0.6394736842105263,0.8765432098765432,0.3018867924528302,49.613402061855666,49.57325916300352,49.6514935791806,52.63157894736842,0.5577088716623598,0.44229112833764,9.073801995290594,8.080526067648561,0.45453203974947126,0.545467960250529,29.39939620554823,32.20629623044689,0.4619651254331762,0.538034874566824,21.75612993963475,23.479144132753703,1.4752073477829624,0.27115695086647285,1.2040503969164895,1.339628872349726,1.0085192003980277,-0.4979947094275765,0.0,6.327079665160967e-05,0.006270294202787896,0.8639131254127528,1.3507822275241348,1.0557312982202716,0.9921273558572603,-0.09971492742278443,0.3310334050213979,-0.5470867480094047,5.9242696854935125e-05,0.07712294231315697,1.1803240880784083,1.9366276832613936,3.9326636761835725,0.9252159114984156,1.852473271016948,1.4747298149177268,2.522598529532775,1.614404121808939,1.5543630146402942,2.2534804457529445,0.8321162243368221,0.40625,0.42083333333333334,0.058333333333333334,0.11458333333333333,nsrdb_16265,300.40625,0
706.3679245283018,35.31430642020195,17.47476269633288,31.056823826648134,,,,,21.86404762123358,21.88974231072908,0.04999421009070327,0.030952775263449212,703.125,34.7484375,0.04942,39.0625,1.6151769805836849,679.6875,734.375,1.650943396226415,32.075471698113205,585.9375,820.3125,9.86046511627907,187.5,,0.009326024303324852,0.015659040081038668,0.004815163914133692,0.0008871983965157487,0.030687426695012964,3.2520263817137205,0.5102754374508511,0.15690999320305368,-5.3359851919161105,15.478385226342615,47.50004607524779,0.32586042552090033,2309.7743530252587,3.068798545884981,4.07053966473592,583.07228930076,0.6698113207547169,0.6453488372093024,0.8513513513513513,0.3111111111111111,50.28702640642939,50.29388870666123,50.2802850100629,48.837209302325576,0.5354663447026864,0.4645336552973138,11.326497012860857,10.549651589491303,0.5091786270228198,0.4908213729771802,33.8944907908616,33.27788862261037,0.5117020808037279,0.4882979191962721,25.269804516004353,24.68514755717005,1.3411622363923144,0.37461337900315983,1.009895898482526,1.1972025879841057,1.0069964595064727,-1.111905573624812,0.0,0.00012776569367763512,0.011760861161326316,0.9360554812846245,0.9629111769822765,1.0397118104442213,1.2695881850842097,-0.3872961563365003,-1.0122824079773012,-0.26126938794042115,0.0001472861313737613,0.04897464776883773,1.0050086747725668,2.13066381081788,4.115053557322393,0.9983495527070738,1.4717373444350368,1.5122046323008325,2.558364210984849,1.770267879866839,1.6463415160142396,2.6599832825730862,0.8028040040753887,0.3293838862559242,0.42417061611374407,0.07109004739336493,0.17535545023696683,nsrdb_16265,2100.40625,0
704.1544117647059,53.520306776199384,18.944963618263834,49.78504648226353,,,,,30.035644085157546,30.070848989186324,0.07600649215854557,0.042654911455974796,703.125,46.33125,0.06589333333333333,70.3125,1.7818930942335627,664.0625,750.0,7.0588235294117645,41.88235294117647,585.9375,867.1875,13.709677419354838,218.75,,0.010938134568045422,0.015385853592485635,0.006010854362545968,0.00040765773722094154,0.032742500260297965,2.559678319334421,0.46990466427946576,0.18357957745317485,-5.114188383708734,21.263301236290285,72.70955352400507,0.2924416422013952,4857.044051859615,3.41948565352171,4.393342152366841,994.5171005972171,0.5788235294117647,0.5426997245179063,0.7868020304568528,0.23711340206185566,49.69853574504737,49.67405924739487,49.72525424204531,53.71900826446281,0.5959789372905696,0.4040210627094302,16.415350186396306,13.515642615185502,0.4656424025522056,0.5343575974477947,49.61554183868019,53.150514406864716,0.47591105135059775,0.5240889486494023,36.953793537929535,38.779181122193336,1.3561056342948035,0.642232758136982,1.0736052876184594,1.1259574664736574,1.0,1.4908679047086384,-0.4184841037896237,0.00041418609650441685,0.042368770350386865,0.9129544238131132,1.8061977313467081,1.1312337406416644,1.6759022270083108,-1.3275545217166922,-2.021297019036345,-0.19844470684804844,0.0015918297033181456,0.2443080386887842,1.1366126106091068,1.226027454275196,4.733739082769936,0.9053636226596222,1.594620662688116,1.3049536486879776,1.9447746008388709,1.8234002958085587,1.6349897950700314,3.123030682649575,0.7806826427740058,0.4231678486997636,0.41134751773049644,0.06855791962174941,0.09692671394799054,nsrdb_16265,3900.40625,0
742.9259950248756,70.64228902944168,13.749414463728026,68.81114996608791,,,,,41.935712445783146,41.98286089555603,0.09508657592076361,0.05644668880428527,742.1875,69.496875,0.09363789473684211,99.609375,1.684537710448392,673.4375,796.875,18.407960199004975,55.223880597014926,601.5625,984.375,15.461538461538462,218.75,,0.007437420157053547,0.027505326329588464,0.008133325510079682,0.00034339416444217603,0.04341946616116388,3.3818056704481996,0.6334791456784501,0.18731979522480763,-4.811785397227002,29.686365632859196,94.98069726297538,0.3125515656161781,8858.13425657962,3.199472055206492,4.6543123682598,1215.5523467076698,0.48507462686567165,0.44628099173553715,0.6604938271604939,0.1134020618556701,51.09254498714654,51.00733494995369,51.183457838182136,55.371900826446286,0.6114765449195085,0.3885234550804915,23.21673369862377,18.506310288866672,0.44690230308959367,0.5530976969104063,63.49531028940102,70.6376558488011,0.46155187184791674,0.5384481281520833,47.80518357029982,51.63410667534337,1.4212472501039564,0.9665935488243822,1.6538268940499834,1.378488018878056,0.9127868841607927,1.268525607561624,-0.7848548653224593,0.0003644449733382125,0.06618138167200083,0.6609483866506274,1.0884238111214732,0.8556087146794532,0.8926395470418667,0.3363124736240941,0.139929782799447,-0.4659775613285617,0.00039749268808489624,0.07627618393113376,1.1568857827101189,1.5910887737659039,5.063312873362913,0.9628056300549045,1.4676000735203139,1.2841496226528388,2.085929550495297,1.771078323057264,1.5681034360564958,2.5423351810890478,0.7532010178887126,0.3975,0.4425,0.09,0.07,nsrdb_16265,5700.40625,0
639.4731570512821,60.401685792336266,20.15923863248195,52.199837892171125,,,,,41.346186765701134,41.39030901869459,0.0944553889812335,0.06465664165851047,625.0,40.539843749999996,0.06486375,54.6875,1.4608768188132573,593.75,671.875,7.478632478632479,33.76068376068376,531.25,1109.375,11.142857142857142,156.25,,0.0056749314774478515,0.020853868233225603,0.007492011713312779,0.0008346356295374531,0.03485544705352368,2.7834804630870695,0.5982958187626344,0.21494521937440997,-4.893917930958808,29.267368182525658,80.03892485825706,0.3656641844497034,7359.270900582552,2.7347496487929863,4.573804899905466,875.5456865835469,0.6196581196581197,0.5695876288659794,0.8099547511312217,0.2872340425531915,50.30395136778114,50.16253084370928,50.47157168765435,56.95876288659794,0.6906727828746178,0.3093272171253822,24.32327876928847,16.277773960031638,0.3821725921232145,0.6178274078767854,49.480150877617675,62.91219406119858,0.4185575778918669,0.5814424221081329,38.986582441657596,45.95057174120793,1.2721926700508697,1.2908541568103256,1.452459589766237,1.0021231349197948,1.0249053298609438,2.0780505523900064,-0.848867029222894,0.002276068061901349,0.17655271772514292,0.7897065899959118,1.1333139348247903,0.9567932524316606,1.194875075038818,-0.5407550559025207,-1.1942295764739463,-0.28992420785511236,0.00016541544811154052,0.07028571835696275,0.9575764705230725,0.9399356114897048,4.53081918218962,0.7110167365261436,1.2338823950836029,1.32145266446724,1.74142975766116,1.1887042208629774,1.5931399179453267,2.122495807824228,0.5686131230502183,0.4227467811158798,0.41630901287553645,0.06437768240343347,0.09656652360515021,nsrdb_16265,7500.40625,0
702.7582159624413,57.521202024463406,20.114089918495267,53.99831528198879,,,,,35.24345801309214,35.284605448541825,0.08185062901852663,0.05015018994096785,695.3125,57.9140625,0.08329213483146067,70.3125,1.6321100501288948,656.25,742.1875,8.450704225352112,46.478873239436616,593.75,953.125,10.923076923076923,109.375,,0.004364159285017509,0.03863328373209107,0.012438181195186375,0.0008968632475708296,0.056332487459865785,3.106023551662224,0.6858082338298206,0.2207994313059225,-4.386984408534997,24.949983784155727,77.48904851705647,0.32198077356265214,6073.799740024121,3.1057755062055485,4.490430578604914,962.6543555337895,0.5422535211267606,0.5026737967914439,0.7606382978723404,0.18556701030927836,50.346420323325624,50.31113203875057,50.3848227490611,56.417112299465245,0.6509423054688402,0.3490576945311597,20.13011711832605,14.740888484091206,0.4272517958760296,0.5727482041239701,50.65032970184689,58.64381247133356,0.4482642236850648,0.5517357763149352,38.540092852141115,42.75740014590077,1.4183586716122998,0.7622924115694594,1.2197785531824383,1.1850182815973163,1.0,1.5240800357742055,-0.545599655798167,0.0008199319166412386,0.06488028251980099,0.77872102156168,1.017197708163875,0.9261429925526757,0.9716035382928114,0.10870202764562009,-0.04592419771310974,-0.4553080533162076,0.0001040387449648278,0.049930350992388704,1.1187497434632983,1.2237110007081409,4.739425073096954,0.8877249939768839,1.3735519548177508,1.3772335074700577,1.9996986053647245,1.6801555594885962,1.6095241494765156,2.453956133675485,0.6766324353696072,0.41273584905660377,0.3891509433962264,0.10377358490566038,0.09433962264150944,nsrdb_16265,9300.40625,0
594.8216948310139,89.02810158713358,69.16146033527009,55.84528897970912,,,,,27.68291538963376,27.710489867170594,0.14967191405556593,0.04653985493501266,609.375,81.07968749999999,0.13305384615384613,117.1875,3.215994425950937,500.0,656.25,6.36182902584493,33.00198807157058,421.875,882.8125,15.71875,273.4375,,0.0011174053423349387,0.0011822849479389277,0.0006070413786391376,3.4483354124928994e-05,0.002941215023037933,1.9476183824393787,0.40197161332249853,0.20639136339380398,-7.406913600135699,19.594275295077438,124.46742602375254,0.15742492570978528,7661.8701354783325,6.352234218890545,4.591304896616534,3162.5849709012336,0.6242544731610338,0.5995260663507109,0.8300395256916996,0.20535714285714285,50.12658227848101,50.106260612037545,50.149373008030615,50.71090047393365,0.5702046644455022,0.42979533555449784,14.796030094231398,12.845785684866726,0.5004064850488332,0.4995935149511667,88.0475291750478,87.97597823921834,0.502094438820394,0.497905561179606,63.131964567801525,62.868064058824594,1.360952905380267,0.677267776598681,0.6836851287815859,1.0223190170809264,0.996562437153772,-1.2565073195724954,0.0,0.000393923926398123,0.04058639008707926,1.0847432151217964,0.9109143340214323,1.372479625673678,1.3893263235306572,0.700863998712725,-0.006836211769767342,-0.4815057275664927,0.001266152260063965,0.09968360352715673,0.7032871024139364,0.600579827585029,5.212059481383866,0.5275234903527372,0.9923708698896301,1.0868339318759381,1.5382596492917318,1.3679895601580718,1.6500418800721548,2.357665082295029,0.3568355701711939,0.6347305389221557,0.2834331337325349,0.017964071856287425,0.06387225548902195,nsrdb_16265,11100.40625,0
669.4630872483222,63.265392021540755,15.367662801368368,60.711073485345665,,,,,38.88693731367761,38.92705109081532,0.09450168833292805,0.05808675348108235,656.25,57.9140625,0.08825,78.125,1.6269060098823613,617.1875,710.9375,13.19910514541387,45.41387024608501,546.875,937.5,17.192307692307693,257.8125,,0.007565658208438837,0.034116448890567724,0.011223791621624252,0.0007468507809038899,0.0536527495015347,3.0396545161117805,0.6358751267647866,0.20919322357008382,-4.489719501783375,27.5255817979107,84.87261100785591,0.3243164251817692,7339.288215981144,3.0834084318718404,4.57262405286682,1046.7876976664068,0.5302013422818792,0.48571428571428577,0.7433155080213903,0.18446601941747573,51.028806584362144,51.02997780805868,51.038374840453336,55.84415584415584,0.6553846153846153,0.34461538461538443,22.285597746620066,16.160079645759897,0.40479986965240505,0.595200130347595,53.999252117527156,65.47855274850356,0.4286522002590491,0.5713477997409511,41.30718518718274,47.68956407955448,1.4430629658198022,0.8675967751582809,1.7156150101029741,1.3857474785562054,0.9254112208301732,1.1312588409933397,-0.8802083421605492,0.00033555900669065994,0.05557227473946214,0.7685008404799815,0.9633390644252628,0.9366452128354745,0.994278295813313,0.16708640050249457,-0.18177096425819972,-0.44017362618610006,0.00015686685106225333,0.051235441590412385,1.0886375065931828,1.2622193037374034,4.870205899566034,0.8840310146984093,1.5716767023224367,1.3588076790760648,2.0717408832457616,1.7058890677901077,1.5691811169404863,2.2365799756054066,0.6893614893543984,0.42921348314606744,0.42921348314606744,0.0853932584269663,0.056179775280898875,nsrdb_16265,12900.40625,0
536.8643593189964,37.94379070399663,11.73864649841932,34.153860344683004,,,,,24.95244157946234,24.974476178415568,0.07067668032969762,0.04647811154965493,531.25,23.165625,0.043605882352941175,31.25,1.520644406005828,507.8125,554.6875,2.1505376344086025,14.157706093189965,484.375,875.0,6.642857142857143,93.75,,0.011612446533459246,0.02738407765624721,0.008512655962380213,0.0007880347792227405,0.04829721493130941,3.2168664841225865,0.5669908232844098,0.1762556282901057,-4.766201286102513,17.65962146233954,50.66816679245914,0.3485348411098977,2811.036303248429,2.869153616939796,4.155836564320089,581.499016065172,0.7455197132616488,0.7458432304038004,0.9171974522292994,0.4418604651162791,49.43946188340808,49.318773946586994,49.60951357875358,54.39429928741093,0.7052094332981345,0.29479056670186565,14.830210243812271,9.588375696022998,0.3512485673191385,0.6487514326808616,30.029110792310338,40.81072936289684,0.3895901195514022,0.6104098804485975,23.682088493759622,29.643317793557582,1.2316807970795915,0.8072668078110972,0.9491362212106287,0.9429825511737796,1.0,1.458542731654425,-0.5076228453558431,0.0021863389227865693,0.09698602402173556,0.9059429125339664,1.2961185859316555,1.2399926711027025,1.0808923016250584,0.27450127088842713,0.2513252378410251,-0.6227513988338359,0.0008184111881152108,0.11819522959212032,1.1595259994427956,1.5557004656834874,3.8036929398524473,0.6773778423190493,1.4988734669031383,1.258276036525804,2.155802884596183,1.1926620323952828,1.5907338168052845,1.9965878218677469,0.5559500440899504,0.4352517985611511,0.3669064748201439,0.023381294964028777,0.17446043165467626,nsrdb_16265,14700.40625,0
602.5056589537223,37.78264418477926,11.065079341171828,36.48421842604381,,,,,20.547526590306063,20.568265152703525,0.06270919388606322,0.03410345825794856,593.75,34.7484375,0.05852368421052632,46.875,1.8387928113257388,570.3125,632.8125,2.8169014084507045,28.169014084507044,531.25,742.1875,9.203703703703704,132.8125,,0.007521905035141004,0.04189169846177142,0.009262941618390634,0.0004737804250314231,0.059150325540334475,4.522504857269065,0.7082243094876217,0.1566000107991672,-4.681733611397642,14.54395976671962,51.45423689367307,0.28265815693222296,2351.0056824837307,3.53784235648216,4.078223788796788,728.1479148116146,0.6116700201207244,0.5584415584415584,0.7953488372093023,0.28421052631578947,49.94640943193998,49.93659796402541,49.956394440305914,52.98701298701298,0.5543573302244245,0.44564266977557576,10.828734090722504,9.709037438701692,0.46061613813229907,0.539383861867701,34.92132524412237,37.7894103884203,0.46755154539384924,0.5324484546061508,25.853050485516736,27.58899187620453,1.5493696744470948,0.5773278168237947,1.0446558912667916,1.333319799678689,1.0,-1.3983548148936658,0.0,0.0004591915848256487,0.03961151410605624,0.7133746738326456,1.273824883839485,0.8919117161990773,1.1156722717700747,-0.5619498698811682,-0.9850357964596883,-0.32433962594877874,0.00022405934401417075,0.08660373000867876,1.0308253902438365,1.8726859595485992,4.163010640896725,0.9046690886679184,1.5540236066678004,1.3524589043733768,2.4279740428898746,1.7265034203146479,1.5135407576878708,2.6255628628659315,0.6668265101364278,0.4404040404040404,0.42828282828282827,0.044444444444444446,0.08686868686868687,nsrdb_16265,16500.40625,0
